Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_available,Ratings,Route_name,Route_link
SBSTC-KOLKATA - HALDIA - 08:10 (HWH DEPOT) - 1972,Non AC Seater (2+3),08:10,11:10,03h 00m,INR 110,51 Seats available,"3.7
77",Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia
SBSTC-KOLKATA - HALDIA - NON STOP - 8:30 (HALDIA DEPOT) - 567,Non AC Seater (2+3),08:30,11:30,03h 00m,INR 135,52 Seats available,"4.3
230",Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia
SBSTC-KOLKATA - HALDIA - 09:45 (BWN DEPOT) - 3813,Non AC Seater (2+3),09:45,12:45,03h 00m,INR 110,52 Seats available,4.0,Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia
SBSTC-KOLKATA - HALDIA - 10:05 (Haldia Depot) - 3985,Non AC Seater (2+3),10:05,13:05,03h 00m,INR 110,52 Seats available,"4.4
36",Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia
SBSTC-KOLKATA - HALDIA - 10:30 (Haldia Depot) - 1078,Non AC Seater (2+3),10:30,13:30,03h 00m,INR 110,52 Seats available,"4.1
82",Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia
SBSTC-KOLKATA - HALDIA - 11:15 (Haldia Depot) - 698,Non AC Seater (2+3),11:15,14:35,03h 20m,INR 98,52 Seats available,"3.9
5",Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia
SBSTC-KOLKATA - HALDIA - 12.00 (HALDIA DEPOT) - 561,Non AC Seater (2+3),12:00,15:00,03h 00m,INR 110,52 Seats available,"4.2
22",Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia
SBSTC-KOLKATA - HALDIA - 12.30 (HALDIA DEPOT) - 3987,Non AC Seater (2+3),12:30,15:30,03h 00m,INR 110,52 Seats available,"4.6
12",Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia
SBSTC-KOLKATA - HALDIA - 13:05 (HALDIA DEPOT) - 4017,Non AC Seater (2+3),13:05,16:25,03h 20m,INR 98,52 Seats available,4.0,Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia
SBSTC-CHITTARANJAN - HALDIA - VIA - KOLKATA - 05:40 - 199,Non AC Seater (2+3),13:30,16:30,03h 00m,INR 110,52 Seats available,4.0,Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia
SBSTC-KOLKATA - HALDIA - SPL - 14:05 (Haldia Depot) - 3015,Non AC Seater (2+3),14:05,17:25,03h 20m,INR 98,52 Seats available,"3.3
19",Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia
WBTC (CTC) Habra- Barasat- Haldia - 180|07:40,Non AC Seater (2+3),07:40,10:45,03h 05m,INR 97,45 Seats available,"4.1
49",Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia
Gogol City Service,AC Seater (2+3),13:30,16:15,02h 45m,149,56 Seats available,"4.3
260",Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia
Satadal Travels,A/C Seater (2+2),14:55,18:15,03h 20m,167,44 Seats available,"4.0
136",Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia
Satadal Travels,A/C Seater (2+2),14:56,18:15,03h 19m,INR 185,44 Seats available,4.0,Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia
Diamond City Service,A/C Executive (2+3),15:10,18:55,03h 45m,170,48 Seats available,"4.6
462",Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia
